124	 Kullanıcı :00203 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:51:44
125	 Kullanıcı :00079 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:51:47
126	 Kullanıcı :00046 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:51:55
127	 Kullanıcı :00068 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:52:06
128	 Kullanıcı :00072 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:52:10
129	 Kullanıcı :00038 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:52:14
130	 Kullanıcı :00006 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:52:21
131	 Kullanıcı :00159 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:52:44
132	 Kullanıcı :00296 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:53:06
133	 Kullanıcı :00174 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:53:27
134	 Kullanıcı :00214 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:53:30
135	 Kullanıcı :00178 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:53:33
136	 Kullanıcı :00137 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:54:06
137	 Kullanıcı :00387 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:54:11
138	 Kullanıcı :00135 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:54:45
139	 Kullanıcı :00184 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:55:02
140	 Kullanıcı :00186 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:55:04
141	 Kullanıcı :00081 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:55:07
142	 Kullanıcı :00351 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:55:09
143	 Kullanıcı :00250 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:55:20
144	 Kullanıcı :00346 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:55:41
145	 Kullanıcı :00131 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:55:45
146	 Kullanıcı :00390 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:56:18
147	 Kullanıcı :00389 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:56:21
148	 Kullanıcı :00148 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:56:49
149	 Kullanıcı :00166 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:56:58
150	 Kullanıcı :00336 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:57:21
151	 Kullanıcı :00303 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:58:19
152	 Kullanıcı :00398 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:58:56
153	 Kullanıcı :00055 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:58:59
154	 Kullanıcı :00090 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:59:01
155	 Kullanıcı :00084 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:59:02
156	 Kullanıcı :00087 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:59:06
157	 Kullanıcı :00048 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:59:09
158	 Kullanıcı :00190 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:59:13
159	 Kullanıcı :00049 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:59:17
160	 Kullanıcı :00049 : 	 İşlem Tipi 0	25.05.2022 00:00:00	16:59:23
161	 Kullanıcı :00287 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:01:05
162	 Kullanıcı :00379 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:03:38
163	 Kullanıcı :00378 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:03:41
164	 Kullanıcı :00391 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:04:23
165	 Kullanıcı :00385 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:08:25
166	 Kullanıcı :00344 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:15:53
167	 Kullanıcı :00215 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:21:45
168	 Kullanıcı :00285 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:30:16
169	 Kullanıcı :00345 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:31:52
170	 Kullanıcı :00402 : 	 İşlem Tipi 0	25.05.2022 00:00:00	17:59:34
171	 Kullanıcı :00253 : 	 İşlem Tipi 0	25.05.2022 00:00:00	18:21:46
172	 Kullanıcı :00054 : 	 İşlem Tipi 0	25.05.2022 00:00:00	19:30:27
173	 Kullanıcı :00050 : 	 İşlem Tipi 0	25.05.2022 00:00:00	19:30:36
174	 Kullanıcı :00003 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:00:37
175	 Kullanıcı :00304 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:13:48
176	 Kullanıcı :00345 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:16:52
177	 Kullanıcı :00284 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:27:42
178	 Kullanıcı :00100 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:30:29
179	 Kullanıcı :00283 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:35:32
180	 Kullanıcı :00190 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:37:53
181	 Kullanıcı :00346 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:40:42
182	 Kullanıcı :00080 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:42:08
183	 Kullanıcı :00079 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:42:29
184	 Kullanıcı :00403 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:43:49
185	 Kullanıcı :00170 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:44:38
186	 Kullanıcı :00137 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:45:04
187	 Kullanıcı :00344 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:45:16
188	 Kullanıcı :00174 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:47:48
189	 Kullanıcı :00054 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:48:02
190	 Kullanıcı :00019 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:48:14
191	 Kullanıcı :00050 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:48:17
192	 Kullanıcı :00038 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:48:20
193	 Kullanıcı :00035 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:49:03
194	 Kullanıcı :00197 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:49:47
195	 Kullanıcı :00203 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:49:49
196	 Kullanıcı :00398 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:49:58
197	 Kullanıcı :00040 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:51:20
198	 Kullanıcı :00182 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:51:42
199	 Kullanıcı :00245 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:52:40
200	 Kullanıcı :00084 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:52:55
201	 Kullanıcı :00090 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:52:58
202	 Kullanıcı :00055 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:53:00
203	 Kullanıcı :00087 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:53:02
204	 Kullanıcı :00048 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:53:03
205	 Kullanıcı :00303 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:53:38
206	 Kullanıcı :00402 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:54:11
207	 Kullanıcı :00253 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:55:58
208	 Kullanıcı :00256 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:56:02
209	 Kullanıcı :00230 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:56:04
210	 Kullanıcı :00336 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:56:25
211	 Kullanıcı :00257 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:56:36
212	 Kullanıcı :00030 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:56:42
213	 Kullanıcı :00325 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:57:42
214	 Kullanıcı :00009 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:58:53
215	 Kullanıcı :00123 : 	 İşlem Tipi 0	26.05.2022 00:00:00	07:59:17
216	 Kullanıcı :00376 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:00:34
217	 Kullanıcı :00176 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:00:36
218	 Kullanıcı :00282 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:00:39
219	 Kullanıcı :00077 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:00:45
220	 Kullanıcı :00382 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:01:00
221	 Kullanıcı :00045 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:01:19
222	 Kullanıcı :00031 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:01:22
223	 Kullanıcı :00294 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:01:24
224	 Kullanıcı :00202 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:02:01
225	 Kullanıcı :00317 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:02:18
226	 Kullanıcı :00224 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:02:22
227	 Kullanıcı :00218 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:02:25
228	 Kullanıcı :00138 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:02:31
229	 Kullanıcı :00011 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:03:07
230	 Kullanıcı :00164 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:03:13
231	 Kullanıcı :00076 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:03:29
232	 Kullanıcı :00207 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:03:34
233	 Kullanıcı :00002 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:03:36
234	 Kullanıcı :00006 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:04:05
235	 Kullanıcı :00381 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:04:16
236	 Kullanıcı :00209 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:04:34
237	 Kullanıcı :00129 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:05:19
238	 Kullanıcı :00131 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:05:47
239	 Kullanıcı :00036 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:05:52
240	 Kullanıcı :00242 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:07:08
241	 Kullanıcı :00237 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:07:14
242	 Kullanıcı :00194 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:07:17
243	 Kullanıcı :00092 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:07:26
244	 Kullanıcı :00351 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:07:55
245	 Kullanıcı :00180 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:22
246	 Kullanıcı :00243 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:25
247	 Kullanıcı :00246 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:29
248	 Kullanıcı :00211 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:31
249	 Kullanıcı :00227 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:38
250	 Kullanıcı :00394 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:41
251	 Kullanıcı :00029 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:45
252	 Kullanıcı :00028 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:47
253	 Kullanıcı :00233 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:08:56
254	 Kullanıcı :00130 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:09:14
255	 Kullanıcı :00151 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:09:22
256	 Kullanıcı :00145 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:09:32
257	 Kullanıcı :00239 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:09:46
258	 Kullanıcı :00305 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:10
259	 Kullanıcı :00322 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:13
260	 Kullanıcı :00099 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:15
261	 Kullanıcı :00008 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:18
262	 Kullanıcı :00222 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:21
263	 Kullanıcı :00126 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:24
264	 Kullanıcı :00178 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:26
265	 Kullanıcı :00401 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:28
266	 Kullanıcı :00219 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:33
267	 Kullanıcı :00102 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:43
268	 Kullanıcı :00238 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:10:53
269	 Kullanıcı :00201 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:11:00
270	 Kullanıcı :00384 : 	 İşlem Tipi 0	26.05.2022 00:00:00	08:11:05
